lokasi,kota,harga,K_tidur,K_mandi,luas_tanah_m2,luas_bangunan_m2,taman,AC,jalur_telepon,kolam_renang,CCTV
Beji,Depok,1720000000,3.0,2.0,128,70,no,no,no,no,no
Beji,Depok,1400000000,3.0,3.0,160,190,yes,no,no,no,no
Beji,Depok,970000000,2.0,2.0,100,95,no,no,no,no,no
Kelapa Dua,Depok,756000000,3.0,2.0,50,53,yes,yes,no,no,no
Cimanggis,Depok,729000000,3.0,2.0,67,60,no,yes,yes,no,no
Cimanggis,Depok,1550000000,3.0,3.0,199,130,no,no,no,no,no
Sawangan,Depok,1400000000,3.0,2.0,105,55,yes,no,no,no,no
BSD Foresta,Tangerang,9800000000,4.0,3.0,385,425,no,no,no,no,no
BSD Delatinos,Tangerang,3800000000,4.0,2.0,200,265,no,no,no,no,no
Sepatan,Tangerang,500000000,2.0,1.0,95,61,no,no,yes,no,no
BSD,Tangerang,5700000000,3.0,3.0,190,112,no,no,yes,no,no
BSD,Tangerang,3600000000,3.0,3.0,220,198,yes,no,yes,no,no
BSD The Green,Tangerang,3300000000,3.0,3.0,180,180,no,no,no,yes,no
BSD Virginia Lagoon,Tangerang,3600000000,3.0,3.0,220,198,yes,no,yes,no,no
Gading Serpong,Tangerang,2300000000,3.0,3.0,128,190,yes,no,no,no,no
Gading Serpong Pondok Hijau Golf,Tangerang,2400000000,3.0,3.0,128,121,no,no,yes,yes,no
Alam Sutera,Tangerang,12500000000,5.0,5.0,555,750,yes,no,no,no,no
Alam Sutera,Tangerang,5800000000,3.0,3.0,240,180,yes,no,no,no,no
Cikupa,Tangerang,865000000,2.0,1.0,136,84,yes,no,no,no,no
Cipondoh,Tangerang,780000000,2.0,1.0,55,45,yes,no,no,no,no
BSD,Tangerang,2100000000,5.0,3.0,203,170,no,no,no,yes,no
Poris,Tangerang,1050000000,3.0,2.0,48,90,no,no,no,no,no
Cikupa,Tangerang,1070000000,4.0,3.0,100,120,no,no,yes,no,yes
BSD,Tangerang,6300000000,5.0,6.0,136,235,no,no,yes,no,no
Cipondoh,Tangerang,1320000000,5.0,2.0,72,130,yes,no,no,no,no
Cipondoh,Tangerang,910000000,2.0,1.0,72,48,yes,no,no,no,no
Alam Sutera,Tangerang,6300000000,4.0,4.0,160,500,yes,yes,no,no,no
Alam Sutera,Tangerang,5800000000,5.0,4.0,240,200,yes,no,no,no,no
Alam Sutera,Tangerang,3500000000,4.0,3.0,112,126,yes,no,no,no,no
Poris,Tangerang,1050000000,3.0,2.0,55,100,no,no,no,no,no
Karang Tengah,Tangerang,800000000,3.0,2.0,112,90,yes,no,no,no,no
BSD The Green,Tangerang,8800000000,5.0,4.0,450,400,yes,no,no,no,no
Cikupa,Tangerang,850000000,2.0,1.0,75,40,no,no,yes,no,no
Modernland,Tangerang,4700000000,4.0,4.0,360,400,no,no,no,no,no
Alam Sutera,Tangerang,6600000000,5.0,4.0,240,335,yes,no,no,no,no
Lippo Karawaci,Tangerang,1880000000,4.0,4.0,108,110,no,no,yes,no,no
Karawaci,Tangerang,1800000000,3.0,2.0,60,66,no,no,no,no,no
BSD City,Tangerang,1400000000,2.0,1.0,112,60,no,no,yes,no,no
Gading Serpong,Tangerang,2190000000,3.0,2.0,80,130,yes,no,no,yes,no
Lippo Karawaci,Tangerang,960000000,2.0,1.0,90,65,no,no,yes,no,no
Gading Serpong,Tangerang,1610000000,3.0,2.0,69,89,no,no,yes,no,no
BSD Avani,Tangerang,2250000000,3.0,2.0,126,115,no,no,yes,no,no
Gading Serpong,Tangerang,2470000000,6.0,3.0,143,185,no,no,yes,no,no
Ciledug,Tangerang,700000000,2.0,1.0,68,45,yes,no,no,no,no
Legok,Tangerang,590000000,2.0,1.0,60,49,yes,no,no,no,no
Alam Sutera,Tangerang,6300000000,4.0,4.0,160,500,yes,no,no,no,no
Alam Sutera,Tangerang,14300000000,4.0,5.0,312,398,no,no,yes,no,no
Alam Sutera,Tangerang,5000000000,4.0,3.0,140,200,no,no,no,no,no
Alam Sutera,Tangerang,25000000000,8.0,8.0,765,1500,no,yes,yes,no,no
Alam Sutera,Tangerang,22000000000,6.0,7.0,1110,850,no,yes,yes,no,no
Alam Sutera,Tangerang,7300000000,4.0,4.0,160,500,yes,no,no,no,no
Alam Sutera,Tangerang,13800000000,4.0,5.0,480,750,no,no,no,no,no
Alam Sutera,Tangerang,5800000000,4.0,3.0,240,269,yes,no,no,no,no
Gading Serpong,Tangerang,810000000,2.0,1.0,72,50,yes,no,no,no,no
Gading Serpong,Tangerang,740000000,2.0,1.0,72,39,yes,no,no,no,no
BSD The Green,Tangerang,5500000000,3.0,3.0,200,250,yes,no,no,no,no
Cisauk,Tangerang,1100000000,3.0,2.0,162,120,no,no,yes,no,no
BSD City,Tangerang,900000000,2.0,1.0,75,65,yes,no,no,no,no
BSD City,Tangerang,2030000000,3.0,2.0,77,70,yes,no,no,no,no
BSD Kencana Loka,Tangerang,2150000000,3.0,2.0,98,135,no,no,yes,no,no
BSD The Icon,Tangerang,4600000000,4.0,4.0,163,283,yes,no,no,no,no
BSD Foresta,Tangerang,5900000000,5.0,4.0,264,290,yes,no,no,no,no
BSD Delatinos,Tangerang,5500000000,4.0,5.0,280,370,no,no,no,no,no
BSD De Park,Tangerang,8500000000,4.0,4.0,386,345,no,yes,yes,no,no
BSD Vermont,Tangerang,14500000000,5.0,3.0,475,330,no,no,yes,no,no
BSD Nusaloka,Tangerang,2100000000,5.0,3.0,203,218,yes,no,no,no,no
Panongan,Tangerang,1880000000,4.0,4.0,157,260,yes,no,no,no,no
Cisauk,Tangerang,670000000,2.0,1.0,60,33,no,no,no,no,no
Kelapa Dua,Tangerang,970000000,4.0,3.0,105,165,yes,no,no,no,no
Kelapa Dua,Tangerang,1130000000,2.0,2.0,110,100,yes,no,no,no,no
Lippo Karawaci,Tangerang,800000000,2.0,1.0,72,36,no,no,no,no,no
Lippo Karawaci,Tangerang,2520000000,2.0,1.0,195,89,no,no,no,no,no
Karawaci,Tangerang,2040000000,5.0,3.0,120,180,yes,no,no,no,no
Karawaci,Tangerang,1020000000,2.0,2.0,60,50,no,no,no,no,no
BSD Kencana Loka,Tangerang,1350000000,2.0,1.0,85,50,yes,yes,no,no,no
BSD Nusaloka,Tangerang,2800000000,5.0,3.0,120,145,yes,yes,no,no,no
BSD,Tangerang,380000000,2.0,1.0,60,30,no,no,yes,no,no
BSD Residence One,Tangerang,1600000000,3.0,2.0,90,96,yes,no,no,no,no
Alam Sutera,Tangerang,7500000000,4.0,3.0,300,250,yes,no,no,no,no
Alam Sutera,Tangerang,7000000000,4.0,4.0,264,300,yes,no,no,no,no
Gading Serpong,Tangerang,5600000000,4.0,3.0,250,230,yes,no,no,no,no
BSD Foresta,Tangerang,3900000000,3.0,1.0,200,225,no,no,no,no,no
BSD Eminent,Tangerang,3100000000,3.0,3.0,162,125,no,no,no,no,no
BSD De Park,Tangerang,11500000000,4.0,4.0,450,310,yes,no,no,no,no
Modernland,Tangerang,6500000000,6.0,6.0,300,580,no,yes,no,no,no
Gading Serpong Serenade Lake,Tangerang,9000000000,6.0,5.0,304,450,no,no,no,no,no
Gading Serpong,Tangerang,2900000000,3.0,2.0,136,160,yes,yes,no,no,no
BSD,Tangerang,1180000000,3.0,2.0,108,82,yes,no,no,no,no
BSD,Tangerang,810000000,2.0,1.0,72,36,no,no,yes,no,no
Gading Serpong Pondok Hijau Golf,Tangerang,5000000000,4.0,4.0,220,440,no,no,no,no,no
Lippo Karawaci,Tangerang,1060000000,3.0,2.0,119,100,yes,no,no,no,no
Cipondoh,Tangerang,3650000000,3.0,3.0,150,190,yes,no,no,no,no
Lippo Karawaci,Tangerang,1680000000,3.0,2.0,76,67,no,no,no,no,no
BSD,Tangerang,4900000000,4.0,4.0,143,195,yes,no,no,no,yes
BSD,Tangerang,4800000000,4.0,4.0,135,350,yes,no,no,no,no
Cisauk,Tangerang,181000000,2.0,1.0,30,66,yes,no,no,no,no
Alam Sutera,Tangerang,1700000000,3.0,3.0,72,107,no,no,no,no,no
Cisauk,Tangerang,1320000000,2.0,1.0,122,75,yes,no,no,no,no
Gading Serpong,Tangerang,5690000000,4.0,3.0,250,230,no,no,yes,no,no
Gading Serpong,Tangerang,4200000000,4.0,3.0,144,174,yes,no,no,no,no
Alam Sutera,Tangerang,14300000000,5.0,6.0,312,398,no,no,no,no,no
Cikupa Citra Raya,Tangerang,700000000,2.0,1.0,90,49,yes,no,no,no,no
Alam Sutera,Tangerang,3100000000,3.0,2.0,160,112,no,no,yes,no,no
Alam Sutera,Tangerang,6300000000,4.0,5.0,160,400,no,no,yes,no,no
Cipondoh,Tangerang,800000000,3.0,2.0,119,80,no,no,yes,no,no
Alam Sutera,Tangerang,23500000000,5.0,6.0,416,568,no,no,no,no,yes
Karawaci,Tangerang,987000000,4.0,2.0,72,83,no,no,no,yes,no
BSD City,Tangerang,31000000000,4.0,3.0,1485,838,yes,no,no,no,no
Alam Sutera,Tangerang,2500000000,3.0,1.0,160,98,no,no,no,no,no
BSD Eminent,Tangerang,3300000000,3.0,3.0,160,114,no,no,no,no,no
BSD Residence One,Tangerang,3200000000,5.0,4.0,208,300,yes,no,yes,no,no
Alam Sutera,Tangerang,3100000000,5.0,5.0,112,231,no,no,yes,no,no
Gading Serpong,Tangerang,2900000000,3.0,2.0,136,180,yes,no,no,no,no
BSD,Tangerang,2850000000,3.0,2.0,135,180,no,no,no,no,no
BSD City,Tangerang,7490000000,4.0,4.0,180,242,yes,no,no,no,yes
BSD,Tangerang,4250000000,3.0,3.0,180,200,yes,no,no,no,no
Gading Serpong,Tangerang,4200000000,3.0,2.0,153,163,yes,no,no,no,no
Gading Serpong,Tangerang,1700000000,2.0,2.0,72,69,yes,no,yes,no,no
BSD,Tangerang,5000000000,4.0,3.0,235,186,no,no,yes,no,no
Gading Serpong,Tangerang,3500000000,3.0,3.0,144,140,no,no,no,no,no
Gading Serpong,Tangerang,3050000000,3.0,3.0,96,161,yes,no,yes,no,no
Cikupa Citra Raya,Tangerang,550000000,3.0,2.0,85,65,no,no,no,no,no
Modernland,Tangerang,8000000000,5.0,6.0,350,500,no,no,no,no,no
BSD,Tangerang,1220000000,2.0,3.0,72,70,yes,no,no,no,no
Gading Serpong,Tangerang,1390000000,3.0,2.0,72,72,no,no,yes,no,no
BSD,Tangerang,2040000000,3.0,3.0,65,77,yes,no,no,no,no
BSD,Tangerang,750000000,2.0,1.0,72,36,yes,no,no,no,no
BSD,Tangerang,2390000000,3.0,3.0,162,222,no,no,no,no,no
BSD,Tangerang,2470000000,4.0,3.0,120,200,yes,no,no,no,no
BSD,Tangerang,2890000000,3.0,3.0,150,200,yes,no,no,no,no
Gading Serpong,Tangerang,3100000000,3.0,3.0,96,161,no,no,yes,no,no
Larangan,Tangerang,720000000,2.0,1.0,60,36,yes,no,no,no,no
Sindang Jaya,Tangerang,1100000000,2.0,1.0,160,84,no,no,yes,no,no
Sindang Jaya,Tangerang,1780000000,3.0,2.0,180,135,no,no,yes,no,no
Cikupa,Tangerang,915000000,4.0,3.0,84,101,yes,no,no,no,no
BSD,Tangerang,910000000,3.0,2.0,120,90,yes,no,no,no,no
Alam Sutera,Tangerang,4400000000,3.0,3.0,200,400,no,no,yes,no,no
Gading Serpong,Tangerang,2800000000,4.0,4.0,195,300,no,no,yes,no,no
Gading Serpong,Tangerang,4650000000,3.0,3.0,181,300,no,no,yes,no,no
BSD City,Tangerang,5000000000,5.0,5.0,200,228,no,no,yes,no,no
BSD City,Tangerang,16500000000,7.0,7.0,708,968,no,no,yes,no,no
Gading Serpong,Tangerang,15000000000,4.0,6.0,595,500,no,no,yes,no,no
BSD The Green,Tangerang,4750000000,3.0,4.0,240,300,no,no,yes,no,no
Gading Serpong,Tangerang,3700000000,3.0,2.0,216,125,no,no,yes,no,no
Modernland,Tangerang,3250000000,4.0,3.0,180,220,no,no,yes,yes,yes
Jatibening,Bekasi,1500000000,3.0,2.0,197,150,yes,no,no,no,no
Jatibening,Bekasi,810000000,2.0,1.0,80,75,yes,no,no,no,no
Jati Asih,Bekasi,810000000,4.0,2.0,72,96,yes,no,no,no,no
Jatiwarna,Bekasi,1300000000,3.0,2.0,72,65,yes,no,no,no,no
Cikarang,Bekasi,767000000,3.0,2.0,96,83,yes,no,no,no,no
Pondokmelati,Bekasi,1470000000,4.0,2.0,182,193,no,no,yes,no,no
Bekasi Barat,Bekasi,1200000000,3.0,1.0,103,102,no,no,yes,no,no
Tambun Selatan,Bekasi,1400000000,4.0,3.0,91,102,no,no,yes,no,no
Pondok Gede,Bekasi,1200000000,3.0,2.0,72,142,no,no,yes,no,no
Bekasi Timur,Bekasi,600000000,2.0,1.0,66,50,yes,no,no,no,yes
Pondokmelati,Bekasi,1820000000,3.0,2.0,105,160,yes,no,no,no,no
Jati Asih,Bekasi,508000000,2.0,1.0,55,45,yes,no,no,no,no
Grand Wisata,Bekasi,970000000,3.0,2.0,78,96,yes,no,no,no,no
Galaxy,Bekasi,810000000,2.0,1.0,120,90,yes,no,no,no,no
Cikarang,Bekasi,2680000000,4.0,3.0,90,126,yes,no,no,no,no
Cikarang,Bekasi,1160000000,2.0,2.0,97,75,yes,no,no,no,no
Bekasi Timur,Bekasi,2550000000,3.0,3.0,145,120,yes,no,no,no,no
Bekasi Timur,Bekasi,700000000,2.0,1.0,65,65,yes,no,no,no,no
Bekasi Utara,Bekasi,650000000,2.0,1.0,101,57,no,no,no,no,no
Bekasi Utara,Bekasi,540000000,2.0,1.0,70,45,no,no,no,no,no
Mustikajaya,Bekasi,757000000,3.0,2.0,128,95,yes,no,no,no,no
Mustikajaya,Bekasi,757000000,3.0,2.0,128,95,yes,no,no,no,no
Jatisampurna,Bekasi,2240000000,2.0,2.0,114,90,yes,no,no,no,no
Jatisampurna,Bekasi,1230000000,3.0,2.0,90,140,yes,no,no,no,no
Jatisampurna,Bekasi,2500000000,4.0,3.0,170,90,yes,no,no,no,no
Jatisampurna,Bekasi,730000000,2.0,2.0,107,107,yes,no,no,no,no
Padurenan,Bekasi,1100000000,2.0,2.0,60,50,yes,no,no,no,no
Jati Asih,Bekasi,860000000,3.0,2.0,82,156,no,no,no,no,no
Bekasi Utara,Bekasi,1160000000,2.0,2.0,97,75,no,no,no,no,no
Tambun Selatan,Bekasi,525000000,4.0,3.0,120,250,no,no,no,no,no
Harapan Indah,Bekasi,2600000000,3.0,2.0,88,130,yes,no,no,no,no
Mustikajaya,Bekasi,700000000,2.0,1.0,97,55,no,no,yes,no,no
Bekasi Utara,Bekasi,215000000,2.0,2.0,72,60,no,no,yes,no,no
Pondok Gede,Bekasi,3700000000,4.0,3.0,314,400,no,no,yes,no,no
Tarumajaya,Bekasi,500000000,2.0,1.0,148,42,no,no,yes,no,no
Mustikajaya,Bekasi,370000000,4.0,3.0,180,240,no,no,yes,no,no
Bekasi Timur,Bekasi,560000000,4.0,2.0,300,250,no,no,no,no,no
Harapan Indah,Bekasi,1550000000,3.0,2.0,74,111,yes,no,yes,no,no
Grand Wisata,Bekasi,1400000000,2.0,1.0,60,55,no,no,yes,no,no
Harapan Mulya,Bekasi,680000000,2.0,1.0,90,52,no,yes,no,no,no
Harapan Indah,Bekasi,5000000000,4.0,2.0,300,350,no,no,no,no,no
Babelan,Bekasi,230000000,2.0,1.0,60,36,no,no,yes,no,no
Jaka Mulya,Bekasi,1750000000,5.0,2.0,187,224,yes,no,yes,no,no
Harapan Indah,Bekasi,1290000000,3.0,2.0,126,100,no,no,no,no,no
Mustikajaya,Bekasi,940000000,3.0,2.0,72,90,no,no,yes,no,no
Bekasi Utara,Bekasi,1010000000,3.0,2.0,60,110,yes,no,no,no,no
Bekasi Utara,Bekasi,710000000,2.0,1.0,60,51,yes,no,no,no,no
Tambun Utara,Bekasi,571000000,2.0,1.0,70,45,yes,no,no,no,no
Bekasi Timur,Bekasi,767000000,3.0,2.0,96,83,yes,no,no,no,no
Bekasi Timur,Bekasi,700000000,3.0,2.0,72,144,yes,no,no,no,no
Harapan Indah,Bekasi,1250000000,2.0,2.0,108,69,no,no,no,no,no
Harapan Indah,Bekasi,1500000000,3.0,3.0,90,150,yes,no,no,no,no
Pekayon,Bekasi,550000000,3.0,1.0,154,100,no,no,no,no,no
Jatibening,Bekasi,14000000000,6.0,6.0,1800,300,no,yes,no,no,no
Pondokmelati,Bekasi,1400000000,4.0,2.0,162,100,yes,no,no,no,no
Jatisampurna,Bekasi,2040000000,2.0,2.0,103,54,yes,no,no,no,no
Jati Asih,Bekasi,1930000000,3.0,2.0,170,170,yes,no,no,no,no
Jati Asih,Bekasi,910000000,3.0,2.0,120,72,yes,no,no,no,no
Jati Asih,Bekasi,860000000,2.0,1.0,91,45,yes,no,no,no,no
Grand Wisata,Bekasi,810000000,2.0,1.0,38,86,no,no,no,no,no
Grand Wisata,Bekasi,970000000,3.0,1.0,114,90,no,no,no,no,no
Grand Wisata,Bekasi,860000000,3.0,2.0,72,120,no,no,no,no,no
Galaxy,Bekasi,1500000000,4.0,2.0,150,192,yes,no,no,no,no
Galaxy,Bekasi,1130000000,2.0,1.0,90,80,yes,no,no,no,no
Galaxy,Bekasi,1070000000,4.0,3.0,100,200,yes,no,no,no,no
Jatibening,Bekasi,1250000000,3.0,2.0,74,70,yes,no,no,no,no
Cikarang,Bekasi,2550000000,3.0,3.0,145,120,no,no,no,no,no
Cikarang,Bekasi,650000000,3.0,2.0,60,120,no,no,no,no,no
Cikarang,Bekasi,560000000,2.0,1.0,60,42,no,no,no,no,no
Bekasi Utara,Bekasi,910000000,4.0,2.0,105,78,yes,no,no,no,no
Bekasi Utara,Bekasi,560000000,2.0,2.0,60,100,yes,no,no,no,no
Bekasi Utara,Bekasi,860000000,3.0,1.0,108,144,yes,no,no,no,no
Bekasi Timur,Bekasi,2040000000,3.0,3.0,99,103,yes,no,no,no,no
Bekasi Timur,Bekasi,1020000000,4.0,3.0,72,150,yes,no,no,no,no
Bekasi Timur,Bekasi,970000000,3.0,2.0,90,175,yes,no,no,no,no
Jatibening,Bekasi,2360000000,3.0,2.0,144,183,no,no,no,no,no
Jatibening,Bekasi,1610000000,2.0,1.0,70,45,no,no,no,no,no
Jatibening,Bekasi,1610000000,3.0,2.0,72,65,no,no,no,no,no
Jatibening,Bekasi,1610000000,3.0,3.0,115,115,no,no,no,no,no
Bekasi Kota,Bekasi,870000000,3.0,2.0,96,83,no,no,yes,no,no
Harapan Indah,Bekasi,1610000000,5.0,3.0,160,100,no,no,no,no,no
Harapan Indah,Bekasi,2310000000,3.0,4.0,110,120,no,no,no,no,no
Harapan Indah,Bekasi,650000000,2.0,1.0,90,60,no,no,no,no,no
Harapan Indah,Bekasi,1600000000,2.0,2.0,90,53,no,no,no,no,no
Rawa Panjang,Bekasi,12000000000,6.0,6.0,1782,600,no,no,yes,no,yes
Mustikajaya,Bekasi,1740000000,6.0,3.0,240,345,no,no,no,no,no
Jatibening,Bekasi,1500000000,3.0,3.0,206,150,no,no,no,no,no
Grand Wisata,Bekasi,4700000000,4.0,4.0,240,295,yes,no,no,no,no
Jati Asih,Bekasi,1150000000,2.0,2.0,100,100,yes,no,no,no,no
Jati Asih,Bekasi,790000000,2.0,1.0,88,55,no,no,yes,no,no
Bekasi Timur,Bekasi,855000000,3.0,2.0,235,150,no,no,no,no,no
Mustikajaya,Bekasi,810000000,3.0,2.0,72,55,no,no,no,no,no
Bekasi Utara,Bekasi,630000000,2.0,1.0,66,58,no,no,no,no,no
Bekasi Utara,Bekasi,1700000000,3.0,3.0,90,122,no,no,no,no,no
Mustikajaya,Bekasi,870000000,3.0,2.0,96,83,no,no,no,no,no
Bekasi Timur,Bekasi,1180000000,3.0,3.0,84,90,yes,no,no,no,no
Bekasi Timur,Bekasi,860000000,3.0,1.0,108,144,yes,no,no,no,no
Bekasi Utara,Bekasi,1050000000,3.0,1.0,78,78,no,no,no,no,no
Bekasi Utara,Bekasi,750000000,2.0,1.0,84,54,no,no,no,no,no
Cikarang,Bekasi,802000000,3.0,2.0,108,160,yes,no,no,no,no
Summarecon Bekasi,Bekasi,2350000000,3.0,2.0,119,100,no,no,no,yes,no
Karang Satria,Bekasi,1200000000,3.0,3.0,100,90,no,no,no,no,no
Mustikajaya,Bekasi,870000000,2.0,2.0,60,47,no,no,no,no,no
Summarecon Bekasi,Bekasi,4500000000,5.0,4.0,180,210,yes,no,no,no,no
Summarecon Bekasi,Bekasi,4500000000,5.0,4.0,180,210,yes,no,no,no,no
Galaxy,Bekasi,1930000000,4.0,3.0,144,135,no,no,no,no,no
Galaxy,Bekasi,2460000000,5.0,2.0,305,200,no,no,no,no,no
Babelan,Bekasi,350000000,2.0,1.0,60,45,no,no,no,no,no
Grand Wisata,Bekasi,535000000,2.0,1.0,78,36,yes,no,no,no,no
Grand Wisata,Bekasi,540000000,2.0,1.0,72,25,yes,no,no,no,no
Harapan Indah,Bekasi,1130000000,2.0,1.0,90,80,yes,no,no,no,no
Harapan Indah,Bekasi,2890000000,4.0,3.0,238,180,yes,no,no,no,no
Jati Asih,Bekasi,2680000000,4.0,2.0,150,250,yes,no,no,no,no
Jati Asih,Bekasi,860000000,3.0,2.0,82,156,yes,no,no,no,no
Jatibening,Bekasi,910000000,2.0,1.0,144,60,no,no,no,no,no
Jatibening,Bekasi,1070000000,5.0,1.0,89,89,yes,no,no,no,no
Summarecon Bekasi,Bekasi,540000000,2.0,1.0,72,54,no,no,no,no,no
Summarecon Bekasi,Bekasi,560000000,2.0,2.0,60,100,no,no,no,no,no
Mustikajaya,Bekasi,940000000,3.0,2.0,72,90,yes,no,no,no,no
Mustikajaya,Bekasi,1800000000,4.0,2.0,144,100,yes,no,no,no,no
Harapan Indah,Bekasi,824000000,3.0,1.0,72,48,yes,no,no,no,no
Jati Asih,Bekasi,508000000,2.0,1.0,65,45,no,no,no,no,no
Bekasi Timur,Bekasi,470000000,2.0,1.0,65,38,no,no,no,no,no
Tambun Selatan,Bekasi,900000000,3.0,1.0,375,105,yes,no,no,no,no
Harapan Indah,Bekasi,1750000000,3.0,3.0,120,160,no,no,no,no,no
Harapan Indah,Bekasi,1190000000,2.0,2.0,144,53,yes,no,no,no,no
Jatiwarna,Bekasi,8500000000,4.0,4.0,956,250,no,no,yes,no,no
Tambun Selatan,Bekasi,350000000,2.0,1.0,78,75,no,no,yes,no,no
Kranji,Bekasi,1950000000,3.0,2.0,220,180,yes,no,no,no,no
Harapan Indah,Bekasi,950000000,3.0,2.0,105,85,no,no,no,no,no
Harapan Indah,Bekasi,1390000000,4.0,3.0,135,150,no,no,no,no,no
Harapan Indah,Bekasi,1250000000,3.0,3.0,114,69,yes,no,no,no,no
Rawalumbu,Bekasi,575000000,3.0,1.0,96,90,yes,no,no,no,no
Summarecon Bekasi,Bekasi,2000000000,2.0,3.0,91,65,yes,no,no,no,no
Cikarang Utara,Bekasi,500000000,2.0,1.0,60,60,no,no,yes,no,no
Jati Mekar,Bekasi,1300000000,3.0,3.0,110,110,yes,no,no,no,no
Bekasi Kota,Bekasi,870000000,3.0,2.0,96,83,yes,no,no,no,no
Mustikajaya,Bekasi,616000000,2.0,1.0,72,72,no,no,yes,no,no
Harapan Indah,Bekasi,1750000000,2.0,2.0,149,101,no,no,yes,no,no
Harapan Indah,Bekasi,1050000000,3.0,2.0,144,75,no,no,no,no,no
Bekasi Kota,Bekasi,5100000000,3.0,2.0,600,300,no,no,yes,no,no
Taman Galaxy,Bekasi,1400000000,3.0,3.0,84,120,yes,no,no,no,no
Summarecon Bekasi,Bekasi,5500000000,5.0,5.0,180,297,yes,no,no,no,no
Harapan Indah,Bekasi,1000000000,2.0,2.0,55,54,yes,no,no,no,no
Jati Asih,Bekasi,1970000000,4.0,2.0,108,132,no,no,yes,no,no
Harapan Indah,Bekasi,3400000000,3.0,4.0,278,183,no,no,yes,no,no
Harapan Indah,Bekasi,3500000000,3.0,3.0,200,275,no,no,yes,no,no
Babelan,Bekasi,470000000,2.0,1.0,72,48,no,no,no,no,no
Bekasi Kota,Bekasi,970000000,3.0,2.0,90,175,yes,no,no,no,no
Jatibening,Bekasi,1720000000,3.0,2.0,150,100,no,no,no,no,no
Jatibening,Bekasi,810000000,2.0,1.0,120,90,no,no,no,no,no
Jati Asih,Bekasi,1610000000,2.0,1.0,72,45,yes,no,no,no,no
Jati Asih,Bekasi,1180000000,3.0,2.0,120,90,yes,no,no,no,no
Harapan Indah,Bekasi,910000000,4.0,2.0,105,78,no,no,no,no,no
Harapan Indah,Bekasi,1130000000,3.0,1.0,112,112,no,no,no,no,no
